"code","outcrop","analysed.material","period","p206.204","p207.204","p208.204","p207.206","p208.206","tmod","mu12","kappa12","reference","ref.code","decimallatitude","decimallongitude"
"GDM.2768",NA,"Silver","Bronze Age",18.229,15.626,38.287,0.857,2.1,344,9.67,3.952,"Comendador et al., 2014","Ref.084",42.782777,-7.896742
"GDM.2769",NA,"Silver","Bronze Age",18.189,15.628,38.264,0.859,2.103,378,9.69,3.9676,"Comendador et al., 2014","Ref.084",42.782777,-7.896742
"GDM.2770",NA,"Silver","Bronze Age",18.302,15.641,38.427,0.855,2.099,318,9.71,3.9832,"Comendador et al., 2014","Ref.084",42.782777,-7.896742
"GDM.2771",NA,"Silver","Bronze Age",18.176,15.62,38.244,0.86,2.104,373,9.66,3.9628,"Comendador et al., 2014","Ref.084",42.782777,-7.896742
"GDM.2772",NA,"Silver","Bronze Age",18.206,15.641,38.286,0.859,2.103,389,9.74,3.9724,"Comendador et al., 2014","Ref.084",42.782777,-7.896742
"GDM.2773",NA,"Silver","Bronze Age",18.196,15.633,38.276,0.859,2.103,382,9.71,3.971,"Comendador et al., 2014","Ref.084",42.782777,-7.896742
"GDM.2774",NA,"Silver","Bronze Age",18.192,15.631,38.274,0.859,2.103,381,9.7,3.972,"Comendador et al., 2014","Ref.084",42.782777,-7.896742
"GDM.2775",NA,"Silver","Bronze Age",18.189,15.625,38.262,0.859,2.103,372,9.68,3.9654,"Comendador et al., 2014","Ref.084",42.782777,-7.896742
"GDM.2776",NA,"Silver","Bronze Age",18.181,15.62,38.237,0.859,2.103,369,9.66,3.9555,"Comendador et al., 2014","Ref.084",42.782777,-7.896742
"GDM.2777",NA,"Silver","Bronze Age",18.234,15.622,38.281,0.857,2.099,333,9.65,3.9439,"Comendador et al., 2014","Ref.084",42.782777,-7.896742
"GDM.2778",NA,"Silver","Bronze Age",18.183,15.626,38.255,0.859,2.103,379,9.68,3.9661,"Comendador et al., 2014","Ref.084",42.782777,-7.896742
"GDM.2779",NA,"Silver","Bronze Age",18.181,15.624,38.255,0.859,2.104,376,9.68,3.9667,"Comendador et al., 2014","Ref.084",42.782777,-7.896742
"GDM.2780",NA,"Silver","Bronze Age",18.18,15.611,38.284,0.859,2.105,353,9.62,3.9788,"Comendador et al., 2014","Ref.084",42.782777,-7.896742
"GDM.2781",NA,"Silver","Bronze Age",18.189,15.628,38.269,0.859,2.103,378,9.69,3.9703,"Comendador et al., 2014","Ref.084",42.782777,-7.896742
"GDM.2782",NA,"Silver","Bronze Age",18.216,15.638,38.309,0.859,2.102,376,9.72,3.9771,"Comendador et al., 2014","Ref.084",42.782777,-7.896742
"GDM.2783",NA,"Silver","Bronze Age",18.179,15.625,38.256,0.86,2.104,380,9.68,3.969,"Comendador et al., 2014","Ref.084",42.782777,-7.896742
"GDM.2784",NA,"Silver","Bronze Age",18.185,15.62,38.253,0.859,2.103,366,9.66,3.9615,"Comendador et al., 2014","Ref.084",42.782777,-7.896742
"GDM.2785",NA,"Silver","Bronze Age",18.17,15.61,38.223,0.859,2.103,358,9.62,3.9519,"Comendador et al., 2014","Ref.084",42.782777,-7.896742
"GDM.2729","Madinat al-Zahra","Pb metal","s. X",18.252,15.626,38.386,0.856,2.103,327,9.67,3.9901,"Gener et al., 2014","Ref.085",37.886031,-4.867926
"GDM.2730","Madinat al-Zahra","Pb metal","s. X",18.237,15.615,38.361,0.856,2.103,317,9.63,3.9829,"Gener et al., 2014","Ref.085",37.886031,-4.867926
"GDM.2731","Madinat al-Zahra","Pb metal","s. X",18.289,15.654,38.447,0.856,2.102,352,9.77,4.0075,"Gener et al., 2014","Ref.085",37.886031,-4.867926
"GDM.2732","Madinat al-Zahra","Pb metal","s. X",18.237,15.615,38.362,0.856,2.103,317,9.63,3.9835,"Gener et al., 2014","Ref.085",37.886031,-4.867926
"GDM.2733","Madinat al-Zahra","Pb metal","s. X",18.249,15.618,38.379,0.856,2.103,314,9.63,3.9855,"Gener et al., 2014","Ref.085",37.886031,-4.867926
"GDM.2734","Madinat al-Zahra","Cu metal","s. X",18.251,15.618,38.375,0.856,2.103,312,9.63,3.9819,"Gener et al., 2014","Ref.085",37.886031,-4.867926
"GDM.2735","Madinat al-Zahra","Cu metal","s. X",18.156,15.617,38.363,0.86,2.113,382,9.65,4.0412,"Gener et al., 2014","Ref.085",37.886031,-4.867926
"GDM.2736","Madinat al-Zahra","Cu metal","s. X",18.165,15.618,38.369,0.86,2.112,377,9.66,4.0385,"Gener et al., 2014","Ref.085",37.886031,-4.867926
"GDM.2737","Madinat al-Zahra","Cu metal","s. X",18.252,15.624,38.389,0.856,2.103,323,9.66,3.991,"Gener et al., 2014","Ref.085",37.886031,-4.867926
"GDM.1327","La Profunda","Cu metal","Bronze Age",26.17,16.112,38.659,0.616,1.477,-5664,10.94,1.5444,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1348","El Acequión","Cu metal","Bronze Age",19.069,15.713,38.667,0.824,2.028,-113,9.84,3.6484,"Montero Ruiz et al., 2014a","Ref.093",39.025622,-2.023501
"GDM.1349","El Acequión","Cu metal","Bronze Age",18.587,15.662,38.578,0.843,2.076,146,9.73,3.881,"Montero Ruiz et al., 2014a","Ref.093",39.025622,-2.023501
"GDM.1350","El Acequión","Cu metal","Bronze Age",18.578,15.679,38.814,0.844,2.089,185,9.8,4.0141,"Montero Ruiz et al., 2014a","Ref.093",39.025622,-2.023501
"GDM.1351","El Acequión","Cu metal","Bronze Age",19.061,15.696,38.882,0.824,2.04,-143,9.78,3.7501,"Montero Ruiz et al., 2014a","Ref.093",39.025622,-2.023501
"GDM.1352","El Acequión","Cu metal","Bronze Age",18.434,15.701,38.643,0.852,2.096,333,9.92,4.0298,"Montero Ruiz et al., 2014a","Ref.093",39.025622,-2.023501
"GDM.1353","Castillejo Bonete","Cu metal","Bronze Age",18.754,15.696,38.665,0.837,2.062,88,9.83,3.8306,"Montero Ruiz et al., 2014a","Ref.093",38.59924,-2.862812
"GDM.1354","Castillejo Bonete","Cu metal","Bronze Age",18.408,15.675,38.631,0.851,2.099,303,9.82,4.0318,"Montero Ruiz et al., 2014a","Ref.093",38.59924,-2.862812
"GDM.1355","Castillejo Bonete","Cu metal","Bronze Age",18.499,15.683,38.627,0.848,2.088,252,9.83,3.9715,"Montero Ruiz et al., 2014a","Ref.093",38.59924,-2.862812
"GDM.1356","Castillejo Bonete","Cu metal","Bronze Age",18.362,15.679,38.564,0.854,2.1,345,9.85,4.029,"Montero Ruiz et al., 2014a","Ref.093",38.59924,-2.862812
"GDM.1357","Castillejo Bonete","Cu metal","Bronze Age",18.374,15.649,38.413,0.852,2.091,281,9.73,3.9303,"Montero Ruiz et al., 2014a","Ref.093",38.59924,-2.862812
"GDM.1358","Castillejo Bonete","Cu metal","Bronze Age",18.28,15.644,38.423,0.856,2.102,341,9.73,3.9978,"Montero Ruiz et al., 2014a","Ref.093",38.59924,-2.862812
"GDM.1359","Castillejo Bonete","Cu metal","Bronze Age",18.285,15.64,38.392,0.855,2.1,328,9.71,3.9752,"Montero Ruiz et al., 2014a","Ref.093",38.59924,-2.862812
"GDM.1360","Castillejo Bonete","Cu metal","Bronze Age",18.292,15.641,38.434,0.855,2.101,326,9.72,3.9938,"Montero Ruiz et al., 2014a","Ref.093",38.59924,-2.862812
"GDM.2809","Distriz","Cu metal","Bronze Age",18.352,15.679,38.559,0.854,2.101,352,9.85,4.0332,"Montero_Ruiz et al., 2014b","Ref.094",42.514376,-7.556691
"GDM.2810","Distriz","Cu metal","Bronze Age",18.327,15.67,38.522,0.855,2.102,354,9.82,4.0274,"Montero_Ruiz et al., 2014b","Ref.094",42.514376,-7.556691
"GDM.1361","Cabezo Juré  ","Gold","Bronze Age",18.186,15.623,38.186,0.859,2.1,371,9.67,3.9251,"Nocete et al.2014","Ref.095",37.529508,-7.139377
"GDM.1362","Cabezo Juré  ","Gold","Bronze Age",18.189,15.628,38.194,0.859,2.099,378,9.69,3.9291,"Nocete et al.2014","Ref.095",37.529508,-7.139377
"GDM.1363","Cabezo Juré  ","Gold","Bronze Age",18.357,15.653,38.561,0.853,2.1,300,9.75,4.0217,"Nocete et al.2014","Ref.095",37.529508,-7.139377
"GDM.1364","Cabezo Juré  ","Gold","Bronze Age",18.55,15.681,38.703,0.845,2.086,210,9.82,3.9764,"Nocete et al.2014","Ref.095",37.529508,-7.139377
"GDM.1365","Valencina de la Concepción","Gold","Bronze Age",18.354,15.66,38.506,0.853,2.098,315,9.78,3.9968,"Nocete et al.2014","Ref.095",37.412862,-6.06651
"GDM.1366","Valencina de la Concepción","Gold","Bronze Age",18.453,15.663,38.585,0.848,2.091,248,9.77,3.973,"Nocete et al.2014","Ref.095",37.412862,-6.06651
"GDM.1368","Abdera","Cu metal","Bronze Age",18.555,15.681,38.728,0.845,2.087,206,9.81,3.9859,"Carpintero et al., 2015","Ref.096",36.761148,-3.002462
"GDM.1369","Abdera","Pb metal","Bronze Age",18.346,15.682,38.561,0.855,2.102,362,9.87,4.0398,"Carpintero et al., 2015","Ref.096",36.761148,-3.002462
"GDM.1370","Abdera","Galena","Bronze Age",18.344,15.681,38.555,0.855,2.102,361,9.86,4.0372,"Carpintero et al., 2015","Ref.096",36.761148,-3.002462
"GDM.1371","Abdera","Cu metal","Bronze Age",18.648,15.674,38.767,0.841,2.079,125,9.77,3.9429,"Carpintero et al., 2015","Ref.096",36.761148,-3.002462
"GDM.1372","Abdera","Pb metal","Bronze Age",18.345,15.682,38.562,0.855,2.102,362,9.87,4.0404,"Carpintero et al., 2015","Ref.096",36.761148,-3.002462
"GDM.1373","Abdera","Pb metal","Bronze Age",18.345,15.681,38.558,0.855,2.102,361,9.86,4.038,"Carpintero et al., 2015","Ref.096",36.761148,-3.002462
"GDM.1374","Abdera","Pb metal","Bronze Age",18.346,15.681,38.558,0.855,2.102,360,9.86,4.0378,"Carpintero et al., 2015","Ref.096",36.761148,-3.002462
"GDM.2873","Cerro de las Albahacas","Cu metal","Roman",18.773,15.693,38.971,0.836,2.076,68,9.82,3.9712,"García-Bellido et al., 2015","Ref.097",38.014377,-3.132474
"GDM.2874","Cerro de las Albahacas","Cu metal","Roman",18.613,15.675,38.81,0.842,2.085,152,9.78,3.9877,"García-Bellido et al., 2015","Ref.097",38.014377,-3.132474
"GDM.2875","Cerro de las Albahacas","Silver","Roman",18.64,15.681,38.892,0.841,2.086,143,9.8,4.014,"García-Bellido et al., 2015","Ref.097",38.014377,-3.132474
"GDM.2876","Cerro de las Albahacas","Cu metal","Roman",18.251,15.651,38.34,0.858,2.101,375,9.77,3.9745,"García-Bellido et al., 2015","Ref.097",38.014377,-3.132474
"GDM.2877","Cerro de las Albahacas","Cu metal","Roman",18.216,15.64,38.266,0.859,2.101,380,9.73,3.9542,"García-Bellido et al., 2015","Ref.097",38.014377,-3.132474
"GDM.2878","Cerro de las Albahacas","Cu metal","Roman",18.215,15.64,38.266,0.859,2.101,381,9.73,3.9549,"García-Bellido et al., 2015","Ref.097",38.014377,-3.132474
"GDM.2879","Cerro de las Albahacas","Cu metal","Roman",18.208,15.639,38.255,0.859,2.101,384,9.73,3.9534,"García-Bellido et al., 2015","Ref.097",38.014377,-3.132474
"GDM.2880","Cerro de las Albahacas","Cu metal","Roman",18.382,15.664,38.536,0.852,2.096,302,9.79,3.9952,"García-Bellido et al., 2015","Ref.097",38.014377,-3.132474
"GDM.2881","Cerro de las Albahacas","Cu metal","Roman",18.266,15.655,38.386,0.857,2.101,371,9.78,3.9906,"García-Bellido et al., 2015","Ref.097",38.014377,-3.132474
"GDM.2882","Cerro de las Albahacas","Silver","Roman",18.688,15.687,38.953,0.839,2.084,119,9.81,4.0155,"García-Bellido et al., 2015","Ref.097",38.014377,-3.132474
"GDM.2883","Cerro de las Albahacas","Cu metal","Roman",18.32,15.641,38.501,0.854,2.102,305,9.71,4.0107,"García-Bellido et al., 2015","Ref.097",38.014377,-3.132474
"GDM.2884","Cerro de las Albahacas","Cu metal","Roman",18.232,15.632,38.399,0.857,2.106,353,9.7,4.0131,"García-Bellido et al., 2015","Ref.097",38.014377,-3.132474
"GDM.2885","Cerro de las Albahacas","Cu metal","Roman",18.219,15.627,38.379,0.858,2.107,354,9.68,4.0096,"García-Bellido et al., 2015","Ref.097",38.014377,-3.132474
"GDM.2886","Cerro de las Albahacas","Cu metal","Roman",18.22,15.629,38.384,0.858,2.107,357,9.69,4.0122,"García-Bellido et al., 2015","Ref.097",38.014377,-3.132474
"GDM.2887","Cerro de las Albahacas","Cu metal","Roman",18.428,15.669,38.644,0.85,2.097,277,9.8,4.0231,"García-Bellido et al., 2015","Ref.097",38.014377,-3.132474
"GDM.2811","Muricecs ","Cu metal","Bronze Age",18.201,15.616,38.413,0.858,2.11,346,9.64,4.0367,"Montero-Ruiz et al., 2015","Ref.098",42.076957,0.916427
"GDM.2812","Muricecs ","Cu metal","Bronze Age",18.195,15.616,38.397,0.858,2.11,351,9.64,4.0321,"Montero-Ruiz et al., 2015","Ref.098",42.076957,0.916427
"GDM.2813","Muricecs ","Cu metal","Bronze Age",18.154,15.662,38.323,0.863,2.111,466,9.84,4.0362,"Montero-Ruiz et al., 2015","Ref.098",42.076957,0.916427
"GDM.2814","Muricecs ","Cu metal","Bronze Age",18.197,15.616,38.345,0.858,2.107,349,9.64,4.0022,"Montero-Ruiz et al., 2015","Ref.098",42.076957,0.916427
"GDM.2815","Muricecs ","Cu metal","Bronze Age",18.183,15.624,38.435,0.859,2.114,375,9.68,4.0643,"Montero-Ruiz et al., 2015","Ref.098",42.076957,0.916427
"GDM.2816","Muricecs ","Cu metal","Bronze Age",18.196,15.616,38.343,0.858,2.107,350,9.64,4.0018,"Montero-Ruiz et al., 2015","Ref.098",42.076957,0.916427
"GDM.2817","Muricecs ","Cu metal","Bronze Age",18.21,15.605,38.294,0.857,2.103,319,9.59,3.9615,"Montero-Ruiz et al., 2015","Ref.098",42.076957,0.916427
"GDM.2818","Muricecs ","Cu metal","Bronze Age",18.188,15.61,38.415,0.858,2.112,345,9.62,4.0448,"Montero-Ruiz et al., 2015","Ref.098",42.076957,0.916427
"GDM.2819","Muricecs ","Cu metal","Bronze Age",18.402,15.661,38.583,0.851,2.097,282,9.77,4.0056,"Montero-Ruiz et al., 2015","Ref.098",42.076957,0.916427
"GDM.2820","Muricecs ","Cu metal","Bronze Age",18.186,15.635,38.352,0.86,2.109,393,9.72,4.0204,"Montero-Ruiz et al., 2015","Ref.098",42.076957,0.916427
"GDM.2821","Ría de Huelva","Cu metal","Bronze Age",18.172,15.638,38.258,0.861,2.105,409,9.73,3.9795,"Montero-Ruiz et al., 2015","Ref.098",37.238072,-6.964191
"GDM.2822","Ría de Huelva ","Cu metal","Bronze Age",18.363,15.64,38.446,0.852,2.094,271,9.7,3.9517,"Montero-Ruiz et al., 2015","Ref.098",37.238072,-6.964191
"GDM.2823","Ría de Huelva ","Cu metal","Bronze Age",18.286,15.638,38.363,0.855,2.098,324,9.71,3.9585,"Montero-Ruiz et al., 2015","Ref.098",37.238072,-6.964191
"GDM.2824","Ría de Huelva ","Cu metal","Bronze Age",18.112,15.636,38.211,0.863,2.11,450,9.74,3.9945,"Montero-Ruiz et al., 2015","Ref.098",37.238072,-6.964191
"GDM.2825","Ría de Huelva ","Cu metal","Bronze Age",18.354,15.662,38.517,0.853,2.098,319,9.79,4.0034,"Montero-Ruiz et al., 2015","Ref.098",37.238072,-6.964191
"GDM.2826","Ría de Huelva ","Cu metal","Bronze Age",18.497,15.659,38.436,0.847,2.078,207,9.74,3.8644,"Montero-Ruiz et al., 2015","Ref.098",37.238072,-6.964191
"GDM.2827","Ría de Huelva ","Cu metal","Bronze Age",18.278,15.662,38.458,0.857,2.104,375,9.8,4.0238,"Montero-Ruiz et al., 2015","Ref.098",37.238072,-6.964191
"GDM.2828","Las Lunas ","Cu metal","Bronze Age",18.336,15.631,38.399,0.853,2.094,274,9.67,3.9416,"Montero-Ruiz et al., 2015","Ref.098",40.03956,-3.895669
"GDM.2829","Las Lunas ","Cu metal","Bronze Age",18.192,15.616,38.311,0.858,2.106,353,9.64,3.9871,"Montero-Ruiz et al., 2015","Ref.098",40.03956,-3.895669
"GDM.2830","Las Lunas ","Cu metal","Bronze Age",18.185,15.626,38.287,0.859,2.105,377,9.68,3.9823,"Montero-Ruiz et al., 2015","Ref.098",40.03956,-3.895669
"GDM.2831","Las Lunas ","Cu metal","Bronze Age",18.191,15.618,38.29,0.859,2.105,358,9.65,3.977,"Montero-Ruiz et al., 2015","Ref.098",40.03956,-3.895669
"GDM.2832","Las Lunas ","Cu metal","Bronze Age",18.235,15.624,38.33,0.857,2.102,336,9.66,3.9706,"Montero-Ruiz et al., 2015","Ref.098",40.03956,-3.895669
"GDM.2833","Las Lunas ","Cu metal","Bronze Age",18.175,15.615,38.255,0.859,2.105,364,9.64,3.9678,"Montero-Ruiz et al., 2015","Ref.098",40.03956,-3.895669
"GDM.2834","Las Lunas ","Cu metal","Bronze Age",18.197,15.62,38.317,0.858,2.106,357,9.66,3.9883,"Montero-Ruiz et al., 2015","Ref.098",40.03956,-3.895669
"GDM.2835","Las Lunas ","Cu metal","Bronze Age",18.196,15.619,38.315,0.858,2.106,356,9.65,3.9875,"Montero-Ruiz et al., 2015","Ref.098",40.03956,-3.895669
"GDM.1375","Sanisera camp ","Pb metal","Roman",18.73,15.681,39.007,0.837,2.082,76,9.78,4.0129,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1376","Sanisera camp ","Pb metal","Roman",18.732,15.68,39.008,0.837,2.082,72,9.78,4.0117,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1377","Sanisera camp ","Pb metal","Roman",18.727,15.679,39.002,0.837,2.083,74,9.77,4.0116,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1378","Sanisera camp ","Pb metal","Roman",18.722,15.678,38.99,0.837,2.083,76,9.77,4.0085,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1379","Sanisera camp ","Pb metal","Roman",18.729,15.678,39.005,0.837,2.082,71,9.77,4.0115,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1380","Sanisera camp ","Pb metal","Roman",18.725,15.678,39,0.837,2.083,74,9.77,4.0116,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1381","Sanisera camp ","Pb metal","Roman",18.721,15.677,38.995,0.837,2.083,75,9.77,4.0113,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1382","Sanisera camp ","Pb metal","Roman",18.729,15.679,39.004,0.837,2.082,73,9.77,4.0113,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1383","Sanisera camp ","Pb metal","Roman",18.733,15.678,39.014,0.837,2.083,68,9.77,4.0134,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1384","Sanisera camp ","Pb metal","Roman",18.736,15.679,39.012,0.837,2.082,67,9.77,4.0108,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1385","Sanisera camp ","Pb metal","Roman",18.719,15.678,38.994,0.838,2.083,78,9.77,4.0125,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1386","Sanisera camp ","Pb metal","Roman",18.715,15.68,38.989,0.838,2.083,85,9.78,4.0133,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1387","Sanisera camp ","Pb metal","Roman",18.731,15.679,39.006,0.837,2.082,71,9.77,4.011,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1388","Sanisera camp ","Pb metal","Roman",18.732,15.679,39.008,0.837,2.082,70,9.77,4.0114,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1389","Sanisera camp ","Pb metal","Roman",18.739,15.68,39.016,0.837,2.082,67,9.77,4.0112,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1390","Sanisera location ","Pb metal","Roman",18.683,15.672,38.942,0.839,2.084,93,9.75,4.0077,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1391","Sanisera location ","Pb metal","Roman",18.841,15.683,38.852,0.832,2.062,-3,9.77,3.8651,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1392","Sanisera location ","Pb metal","Roman",18.722,15.678,38.997,0.837,2.083,76,9.77,4.012,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1393","Sanisera location ","Pb metal","Roman",18.727,15.678,39.004,0.837,2.083,72,9.77,4.0123,"Müller et al., 2014","Ref.099",40.069623,4.087668
"GDM.1394","Es Pujol Antic ","Pb metal","Roman",18.731,15.678,39.008,0.837,2.082,69,9.77,4.0117,"Müller et al., 2014","Ref.099",38.727107,1.453914
"GDM.1395","Cerro de de Alegria","Pb metal","Roman",18.604,15.678,38.846,0.843,2.088,164,9.79,4.0133,"Müller et al., 2014","Ref.099",41.882731,0.172068
"GDM.1396","Cerro de de Alegria","Pb metal","Roman",18.678,15.678,38.924,0.839,2.084,109,9.78,4.0041,"Müller et al., 2014","Ref.099",41.882731,0.172068
"GDM.1397","Ripoll  ","Pb metal","Roman",18.702,15.677,38.974,0.838,2.084,89,9.77,4.0132,"Müller et al., 2014","Ref.099",41.882731,0.172068
"GDM.1398","Ripoll  ","Pb metal","Roman",18.534,15.675,38.757,0.846,2.091,210,9.8,4.0129,"Müller et al., 2014","Ref.099",41.882731,0.172068
"GDM.1399","Cerro de Alegria","Pb metal","Roman",18.654,15.678,38.909,0.84,2.086,127,9.78,4.0123,"Müller et al., 2014","Ref.099",41.882731,0.172068
"GDM.1400","Cerro de Alegria","Pb metal","Roman",18.615,15.676,38.86,0.842,2.087,152,9.78,4.0124,"Müller et al., 2014","Ref.099",41.882731,0.172068
"GDM.1401","Cerro de Balas","Pb metal","Roman",18.158,15.608,38.313,0.86,2.11,363,9.62,4.009,"Müller et al., 2014","Ref.099",37.429316,-5.161643
"GDM.1402","Cerro de Balas","Pb metal","Roman",18.321,15.63,38.473,0.853,2.1,283,9.67,3.9911,"Müller et al., 2014","Ref.099",37.429316,-5.161643
"GDM.1403","Cerro de Balas","Pb metal","Roman",18.242,15.618,38.359,0.856,2.103,319,9.64,3.9794,"Müller et al., 2014","Ref.099",37.429316,-5.161643
"GDM.1404","Cerro de Balas","Pb metal","Roman",18.208,15.615,38.37,0.858,2.107,339,9.63,4.0079,"Müller et al., 2014","Ref.099",37.429316,-5.161643
"GDM.1405","Cerro de Balas","Pb metal","Roman",18.232,15.618,38.367,0.857,2.104,327,9.64,3.9907,"Müller et al., 2014","Ref.099",37.429316,-5.161643
"GDM.1406","Numantia  ","Pb metal","Roman",18.529,15.658,38.75,0.845,2.091,181,9.73,4.0065,"Müller et al., 2014","Ref.099",41.809481,-2.444975
"GDM.1407","Numantia  ","Pb metal","Roman",18.492,15.649,38.698,0.846,2.093,191,9.7,4.001,"Müller et al., 2014","Ref.099",41.809481,-2.444975
"GDM.1408","Numantia  ","Pb metal","Roman",18.456,15.651,38.655,0.848,2.094,222,9.72,4.0035,"Müller et al., 2014","Ref.099",41.809481,-2.444975
"GDM.1409","Osuna  ","Pb metal","Roman",18.711,15.677,38.982,0.838,2.083,82,9.77,4.0113,"Müller et al., 2014","Ref.099",37.245229,-5.096951
"GDM.1410","Osuna  ","Pb metal","Roman",18.619,15.665,38.865,0.841,2.087,127,9.74,4.0083,"Müller et al., 2014","Ref.099",37.245229,-5.096951
"GDM.1411","Ategua  ","Pb metal","Roman",18.229,15.619,38.359,0.857,2.104,331,9.64,3.9888,"Müller et al., 2014","Ref.099",37.755378,-4.572757
"GDM.1420","Palacio III","Silver","Iron Age",18.31,15.639,38.47,0.854,2.101,308,9.7,4.0003,"Murillo-Barroso et al., 2015a","Ref.100",37.880561,-6.074183
"GDM.1421","Palacio III","Silver","Iron Age",18.211,15.642,38.331,0.859,2.105,388,9.74,3.9941,"Murillo-Barroso et al., 2015a","Ref.100",37.880561,-6.074183
"GDM.1422","Palacio III","Silver","Iron Age",18.248,15.653,38.374,0.858,2.103,381,9.78,3.9963,"Murillo-Barroso et al., 2015a","Ref.100",37.880561,-6.074183
"GDM.1423","Palacio III","Silver","Iron Age",18.835,15.7,38.672,0.834,2.053,35,9.83,3.7854,"Murillo-Barroso et al., 2015a","Ref.100",37.880561,-6.074183
"GDM.2846","Cerro de la Encina, gr 21","Cu metal","Bronze Age",18.772,15.705,38.81,0.837,2.067,92,9.86,3.8954,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929
"GDM.2847","Cerro de la Encina, gr 21","Cu metal","Bronze Age",18.506,15.694,38.739,0.848,2.093,267,9.88,4.0294,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929
"GDM.2848","Cerro de la Encina, gr 21","Cu metal","Bronze Age",18.233,15.597,38.306,0.855,2.101,286,9.56,3.9491,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929
"GDM.2849","Cerro de la Encina, gr 21","Cu metal","Bronze Age",18.512,15.642,38.547,0.845,2.082,163,9.67,3.9068,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929
"GDM.2850","Cerro de la Encina, gr 21","Cu metal","Bronze Age",18.446,15.633,38.49,0.848,2.087,195,9.65,3.9174,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929
"GDM.2851","Cerro de la Encina, gr 21","Cu metal","Bronze Age",18.321,15.637,38.439,0.853,2.098,296,9.69,3.9749,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929
