"","code","sample","country","province","location","outcrop","decimallatitude","decimallongitude","sample.type","analysed.material","sample.details","main.ore","p206.204","p206.204.2sd","p207.204","p207.204.2sd","p208.204","p208.204.2sd","p207.206","p207.206.2sd","p208.206","p208.206.2sd","pb.content","u.content","model.age","mu","w","geological.zone","geol.age","host.rock","deposit.morphology","realm","excavation.no","find.spot","courtesy","period","chronology","tmod","mu12","kappa12","reference","ref.code","laboratory","spectrometry","observations","sample.type1"
"GDM.0732","GDM.0732","LCPL2/17","Spain","Ciudad Real","Almadén","Almadén",38.775271,-4.849131,"WR","Whole rock","<U+FEFF>Hydrothermally metamorphosed mafic volcanic rocks",NA,19.039,0.005,15.794,0.005,39.369,0.005,0.82956,NA,2.06781,NA,NA,NA,NA,NA,NA,"NIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,69,10.1562,4.0328,"Higueras et al., 2005","Ref.041","U. Sao Paulo","TIMS",NA,"Geological"
"GDM.0733","GDM.0733","LCPL4/22","Spain","Ciudad Real","Almadén","Almadén",38.775271,-4.849131,"WR","Whole rock","<U+FEFF>Hydrothermally metamorphosed mafic volcanic rocks",NA,19.44,0.014,15.767,0.014,39.687,0.014,0.81106,NA,2.04151,NA,NA,NA,NA,NA,NA,"NIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,-280,9.9901,3.9247,"Higueras et al., 2005","Ref.041","U. Sao Paulo","TIMS",NA,"Geological"
"GDM.0734","GDM.0734","LCPL2/18","Spain","Ciudad Real","Almadén","Almadén",38.775271,-4.849131,"WR","Whole rock","<U+FEFF>Hydrothermally metamorphosed mafic volcanic rocks",NA,19.977,0.009,15.763,0.009,40.236,0.009,0.78906,NA,2.01412,NA,NA,NA,NA,NA,NA,"NIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,-701,9.9152,3.8504,"Higueras et al., 2005","Ref.041","U. Sao Paulo","TIMS",NA,"Geological"
"GDM.1096","GDM.1096","BS-01(45-1A)","Spain","Jaén","Baños de la Encina","Mina José Martin Palacios",38.174382,-3.768877,"Mineral","Cu mineral","Malachite",NA,18.776,NA,15.63,NA,38.643,NA,0.83243,NA,2.05811,NA,NA,NA,NA,NA,NA,"NIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,-63,9.5764,3.7827,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.1097","GDM.1097","BS-D2(45-1B)","Spain","Jaén","Baños de la Encina","Mina José Martín Palacios",38.174382,-3.768877,"Mineral","Cu mineral","Malachite",NA,18.832,NA,15.668,NA,38.816,NA,0.832,NA,2.06119,NA,NA,NA,NA,NA,NA,"NIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,-27,9.7113,3.8475,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.1098","GDM.1098","BS-03(45-1C)","Spain","Jaén","Baños de la Encina","Mina José Martin Palacios",38.174382,-3.768877,"Mineral","Cu mineral","Malachite",NA,18.63,NA,15.665,NA,38.71,NA,0.84084,NA,2.07784,NA,NA,NA,NA,NA,NA,"NIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,119,9.7369,3.9218,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.1099","GDM.1099","BS-04(45-1D)","Spain","Jaén","Baños de la Encina","Mina José Martín Palacios",38.174382,-3.768877,"Mineral","Cu mineral","Malachite",NA,18.816,NA,15.662,NA,38.77,NA,0.83238,NA,2.0605,NA,NA,NA,NA,NA,NA,"NIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,-27,9.6912,3.8325,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.1100","GDM.1100","BS-05(45-2)","Spain","Jaén","Baños de la Encina","Mina José Martín Palacios",38.174382,-3.768877,"Mineral","Cu mineral","Malachite",NA,18.457,NA,15.618,NA,38.459,NA,0.8462,NA,2.08369,NA,NA,NA,NA,NA,NA,"NIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,157,9.5891,3.8882,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.1101","GDM.1101","BS-07(45-4)","Spain","Jaén","Baños de la Encina","Mina José Martin Palacios",38.174382,-3.768877,"Mineral","Cu mineral","Malachite",NA,18.518,NA,15.633,NA,38.514,NA,0.84423,NA,2.07982,NA,NA,NA,NA,NA,NA,"NIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,9.6351,3.8823,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.1102","GDM.1102","BS-08 (MP-1A)","Spain","Jaén","Baños de la Encina","Mina Polígono",38.174382,-3.768877,"Mineral","Galena","Galena+Malachite/Azurite",NA,18.291,NA,15.622,NA,38.355,NA,0.85408,NA,2.09692,NA,NA,NA,NA,NA,NA,"NIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,290,9.641,3.9452,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.1103","GDM.1103","BS-09 (MP-1B)","Spain","Jaén","Baños de la Encina","Mina Polígono",38.174382,-3.768877,"Mineral","Galena","Pb+Malachite",NA,18.297,NA,15.612,NA,38.32,NA,0.85323,NA,2.09431,NA,NA,NA,NA,NA,NA,"NIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,266,9.6001,3.9188,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.1104","GDM.1104","BS-10 (MP-1C)","Spain","Jaén","Baños de la Encina","Mina Polígono",38.174382,-3.768877,"Mineral","Galena","Galena",NA,18.314,NA,15.645,NA,38.432,NA,0.85428,NA,2.09853,NA,NA,NA,NA,NA,NA,"NIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,317,9.727,3.9791,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.1105","GDM.1105","BS-11 (MP-2)","Spain","Jaén","Baños de la Encina","Mina Polígono",38.174382,-3.768877,"Mineral","Galena","Galena+Malachite",NA,18.288,NA,15.633,NA,38.402,NA,0.85481,NA,2.09983,NA,NA,NA,NA,NA,NA,"NIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,313,9.6854,3.9765,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.1106","GDM.1106","BS-12 (MP-3)","Spain","Jaén","Baños de la Encina","Mina Polígono",38.174382,-3.768877,"Mineral","Cu mineral","Malaquita",NA,18.292,NA,15.611,NA,38.351,NA,0.85341,NA,2.09661,NA,NA,NA,NA,NA,NA,"NIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,268,9.5973,3.9385,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.1107","GDM.1107","BS-13 (MP-4)","Spain","Jaén","Baños de la Encina","Mina Polígono",38.174382,-3.768877,"Mineral","Galena","Galena+Malachite/azurite",NA,18.305,NA,15.631,NA,38.387,NA,0.85391,NA,2.09708,NA,NA,NA,NA,NA,NA,"NIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,297,9.6735,3.9561,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0735","GDM.0735","MAZ-9","Spain","Toledo","Mazarambroz",NA,39.739196,-4.114516,"Mineral","Galena","Pb-Zn","Pb-Zn",18.3169,NA,15.5516,NA,38.248,NA,0.84903,NA,2.088126,NA,NA,NA,"129",9.5,NA,"NIM",NA,NA,"veins with Qz+Bar",NA,NA,NA,NA,NA,NA,131,9.3594,3.8452,"Villaseca et al., 2005","Ref.043","U. Complutense, Madrid","TIMS",NA,"Geological"
"GDM.0736","GDM.0736","MAZ-11","Spain","Toledo","Mazarambroz",NA,39.739196,-4.114516,"Mineral","Galena","Pb-Zn","Pb-Zn",18.3648,NA,15.5612,NA,38.3448,NA,0.847338,NA,2.087951,NA,NA,NA,"113",9.5,NA,"NIM",NA,NA,"veins with Qz+Bar",NA,NA,NA,NA,NA,NA,113,9.3871,3.8684,"Villaseca et al., 2005","Ref.043","U. Complutense, Madrid","TIMS",NA,"Geological"
"GDM.0737","GDM.0737","MAZ-14","Spain","Toledo","Mazarambroz",NA,39.739196,-4.114516,"Mineral","Galena","Pb-Zn","Pb-Zn",18.3352,NA,15.5565,NA,38.2979,NA,0.84845,NA,2.088764,NA,NA,NA,"125",9.5,NA,"NIM",NA,NA,"veins with Qz+Bar",NA,NA,NA,NA,NA,NA,126,9.3748,3.8614,"Villaseca et al., 2005","Ref.043","U. Complutense, Madrid","TIMS",NA,"Geological"
"GDM.2619","GDM.2619","PAL-1","Portugal","Santarem","Palmas",NA,38.8417,-8.213517,"Mineral","Sb mineral","stibnite","Sb",18.22,7e-04,15.56,0.0012,38.12,0.305,0.854,NA,2.0922,NA,154,NA,"223",9,0.8,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,223,9.4124,3.844,"Mateus et al., 2006","Ref.044","Geological Institute, Banska´ Bystrica","TIMS",NA,"Geological"
"GDM.2620","GDM.2620","VTZ-1","Portugal","Beja","Ventosa",NA,37.93392,-7.816441,"Mineral","Sb mineral","stibnite","Sb",18.19,7e-04,15.59,0.0012,38.24,0.3059,0.8571,NA,2.1023,NA,119,NA,"305",9,0.8,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,305,9.5377,3.9404,"Mateus et al., 2006","Ref.044","Geological Institute, Banska´ Bystrica","TIMS",NA,"Geological"
"GDM.2621","GDM.2621","CP/A1","Portugal","Faro","Alcoutim",NA,37.467392,-7.475994,"Mineral","Sb mineral","stibnite","Sb",18.21,7e-04,15.61,0.0012,38.3,0.3064,0.8572,NA,2.1032,NA,757,NA,"328",9.1,0.8,"SPZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,328,9.6125,3.9665,"Mateus et al., 2006","Ref.044","Geological Institute, Banska´ Bystrica","TIMS",NA,"Geological"
"GDM.0758","GDM.0758","BA-1","Spain","Badajoz","Berlanga",NA,38.315,-5.834,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.18,NA,15.59,NA,38.29,NA,0.85754,NA,2.10616,NA,NA,NA,"315",9.7,38.1,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,312,9.54,3.9747,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0759","GDM.0759","BA-2","Spain","Badajoz","Berlanga",NA,38.315,-5.834,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.163,NA,15.587,NA,38.282,NA,0.85817,NA,2.10769,NA,NA,NA,"322",9.7,38.2,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,319,9.5321,3.981,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0760","GDM.0760","BA-3","Spain","Badajoz","Berlanga",NA,38.315,-5.834,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.14,NA,15.58,NA,38.26,NA,0.85888,NA,2.10915,NA,NA,NA,"326",9.7,38.1,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,323,9.5098,3.9824,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0761","GDM.0761","BA-4","Spain","Badajoz","Berlanga",NA,38.315,-5.834,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.184,NA,15.612,NA,38.365,NA,0.85856,NA,2.10982,NA,NA,NA,"357",9.8,39,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,351,9.6268,4.0208,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0762","GDM.0762","BA-5","Spain","Badajoz","Berlanga",NA,38.315,-5.834,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.21,NA,15.625,NA,38.394,NA,0.85805,NA,2.1084,NA,NA,NA,"363",9.8,39.2,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,357,9.6724,4.0232,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0763","GDM.0763","BA-6","Spain","Badajoz","Berlanga",NA,38.315,-5.834,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.172,NA,15.595,NA,38.331,NA,0.85819,NA,2.10934,NA,NA,NA,"332",9.7,38.5,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,328,9.5619,4.0045,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0764","GDM.0764","BA-7","Spain","Badajoz","Azuaga",NA,38.271,-5.702,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.174,NA,15.602,NA,38.346,NA,0.85848,NA,2.10994,NA,NA,NA,"344",9.7,38.7,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,340,9.5893,4.0139,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0765","GDM.0765","BA-8","Spain","Badajoz","Azuaga",NA,38.302,-5.558,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.153,NA,15.597,NA,38.328,NA,0.8592,NA,2.11139,NA,NA,NA,"350",9.7,38.7,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,346,9.5745,4.0169,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0766","GDM.0766","BA-8b","Spain","Badajoz","Azuaga",NA,38.302,-5.558,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.152,NA,15.595,NA,38.322,NA,0.85913,NA,2.11117,NA,NA,NA,"347",9.7,38.6,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,343,9.5667,4.0136,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0767","GDM.0767","BA-9","Spain","Badajoz","Azuaga",NA,38.302,-5.558,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.165,NA,15.607,NA,38.383,NA,0.85918,NA,2.11302,NA,NA,NA,"361",9.8,39.1,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,356,9.6115,4.0423,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0768","GDM.0768","BA-10","Spain","Badajoz","Azuaga",NA,38.302,-5.558,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.181,NA,15.611,NA,38.406,NA,0.85864,NA,2.11243,NA,NA,NA,"358",9.8,39.2,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,352,9.6236,4.0451,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0769","GDM.0769","BA-ll","Spain","Badajoz","Azuaga",NA,38.302,-5.558,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.15,NA,15.594,NA,38.347,NA,0.85917,NA,2.11278,NA,NA,NA,"347",9.7,38.8,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,343,9.5632,4.0284,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0770","GDM.0770","BA-J?","Spain","Badajoz","Azuaga",NA,38.302,-5.558,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.146,NA,15.589,NA,38.339,NA,0.85909,NA,2.11281,NA,NA,NA,"339",9.7,38.6,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,336,9.5442,4.025,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0771","GDM.0771","BA-13","Spain","Badajoz","Azuaga",NA,38.302,-5.558,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.152,NA,15.602,NA,38.356,NA,0.85952,NA,2.11305,NA,NA,NA,"361",9.8,39,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,357,9.5947,4.0348,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0772","GDM.0772","BA-14","Spain","Badajoz","Azuaga",NA,38.302,-5.558,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.13,NA,15.588,NA,38.301,NA,0.85979,NA,2.11258,NA,NA,NA,"350",9.7,38.5,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,346,9.5441,4.015,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0773","GDM.0773","BA-15","Spain","Badajoz","Azuaga",NA,38.302,-5.558,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.139,NA,15.596,NA,38.32,NA,0.8598,NA,2.11258,NA,NA,NA,"359",9.7,38.7,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,355,9.5739,4.022,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0774","GDM.0774","BA-16","Spain","Badajoz","Azuaga",NA,38.302,-5.558,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.165,NA,15.616,NA,38.438,NA,0.85968,NA,2.11605,NA,NA,NA,"380",9.8,39.6,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,373,9.6476,4.0758,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0775","GDM.0775","BA-17","Spain","Badajoz","Azuaga",NA,38.302,-5.558,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.149,NA,15.598,NA,38.334,NA,0.85944,NA,2.11218,NA,NA,NA,"354",9.7,38.8,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,351,9.5794,4.0234,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0776","GDM.0776","BA-18","Spain","Badajoz","Azuaga",NA,38.302,-5.558,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.167,NA,15.608,NA,38.385,NA,0.85914,NA,2.1129,NA,NA,NA,"361",9.8,39.1,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,357,9.615,4.0424,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0777","GDM.0777","BA-19","Spain","Badajoz","Azuaga",NA,38.302,-5.558,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.167,NA,15.602,NA,38.56,NA,0.85881,NA,2.12253,NA,NA,NA,"350",9.7,40,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,345,9.591,4.1364,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.0778","GDM.0778","BA-20","Spain","Badajoz","Azuaga",NA,38.302,-5.558,"Mineral","Galena","BPGC-Ag","Pb-Zn",18.204,NA,15.608,NA,38.41,NA,0.85739,NA,2.10998,NA,NA,NA,"333",9.8,39,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,329,9.606,4.0301,"Santos Zalduegui et al., 2007","Ref.046","UPV/EHU, Leioa","TIMS",NA,"Geological"
"GDM.2629","GDM.2629","FG-060564, P053b ","Portugal","Evora",NA,"Mocissos",38.619402,-7.267953,"Mineral","Ore mix","Copper Ore","Cu",24.67,0.04,16.05,0.03,41.08,0.08,0.65,NA,1.67,NA,NA,NA,NA,NA,NA,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,-4100,10.739,2.3952,"Hanning, 2008","Ref.047","CEZA, Mannheim","MC-ICPMS",NA,"Geological"
"GDM.2630","GDM.2630","FG-060561, P050a ","Portugal","Evora",NA,"Mostardeira",38.894345,-7.544981,"Mineral","Ore mix","Copper Ore","Cu",18.07,0.07,15.6,0.06,38.1,0.14,0.86,NA,2.11,NA,NA,NA,NA,NA,NA,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,414,9.6076,3.9495,"Hanning, 2008","Ref.047","CEZA, Mannheim","MC-ICPMS",NA,"Geological"
"GDM.2631","GDM.2631","FG-070337, P050b ","Portugal","Evora",NA,"Mostardeira",38.894345,-7.544981,"Mineral","Ore mix","Copper Ore","Cu",18.16,0.04,15.6,0.03,38.12,0.08,0.86,NA,2.1,NA,NA,NA,NA,NA,NA,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,347,9.5847,3.8986,"Hanning, 2008","Ref.047","CEZA, Mannheim","MC-ICPMS",NA,"Geological"
"GDM.2632","GDM.2632","FG-060562, P050c ","Portugal","Evora",NA,"Mostardeira",38.894345,-7.544981,"Mineral","Ore mix","Copper Ore","Cu",18.21,0.02,15.61,0.02,38.21,0.05,0.86,NA,2.1,NA,NA,NA,NA,NA,NA,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,328,9.6125,3.9173,"Hanning, 2008","Ref.047","CEZA, Mannheim","MC-ICPMS",NA,"Geological"
"GDM.2633","GDM.2633","FG-060544, P004a","Portugal","Beja",NA,"<U+FEFF>Merces I",38.146008,-7.026482,"Mineral","Ore mix","Copper Ore","Cu",21.45,0.05,15.86,0,41.08,0.06,0.74,NA,1.92,NA,NA,NA,NA,NA,NA,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1652,10.1614,3.4637,"Hanning, 2008","Ref.047","CEZA, Mannheim","MC-ICPMS",NA,"Geological"
"GDM.2634","GDM.2634","FG-060545, P004b","Portugal","Beja",NA,"<U+FEFF>Merces I",38.146008,-7.026482,"Mineral","Ore mix","Copper Ore","Cu",21.97,0.01,15.83,0.01,41.87,0.02,0.72,NA,1.91,NA,NA,NA,NA,NA,NA,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2208,10.0432,3.4759,"Hanning, 2008","Ref.047","CEZA, Mannheim","MC-ICPMS",NA,"Geological"
"GDM.2635","GDM.2635","FG-060569, P067a","Portugal","Evora",NA,"Entre Aguas",38.520038,-7.954153,"Mineral","Ore mix","Copper Ore","Cu",18.55,0.02,15.63,0.02,38.43,0.05,0.84,NA,2.07,NA,NA,NA,NA,NA,NA,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,110,9.6171,3.817,"Hanning, 2008","Ref.047","CEZA, Mannheim","MC-ICPMS",NA,"Geological"
"GDM.2636","GDM.2636","FG-060570, P067b","Portugal","Evora",NA,"Entre Aguas",38.520038,-7.954153,"Mineral","Ore mix","Copper Ore","Cu",18.87,0.04,15.67,0.03,38.53,0.08,0.83,NA,2.04,NA,NA,NA,NA,NA,NA,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,-52,9.7124,3.6839,"Hanning, 2008","Ref.047","CEZA, Mannheim","MC-ICPMS",NA,"Geological"
"GDM.0813","GDM.0813","FMEP028/a","Portugal","Lisboa",NA,"Matacàes",39.091971,-9.209181,"WR","Ore mix","limestones with traces of malachite",NA,18.845,NA,15.662,NA,38.785,NA,0.8311,NA,2.0581,NA,NA,NA,NA,NA,NA,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,-49,9.6863,3.8219,"Müller&Monge-Soares, 2008","Ref.049","U. Freiberg","MC-ICPMS",NA,"Geological"
"GDM.0814","GDM.0814","FMEP028/b","Portugal","Lisboa",NA,"Matacàes",39.091971,-9.209181,"WR","Ore mix","limestones with traces of malachite",NA,18.864,NA,15.668,NA,38.835,NA,0.8306,NA,2.0587,NA,NA,NA,NA,NA,NA,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,-51,9.7058,3.8369,"Müller&Monge-Soares, 2008","Ref.049","U. Freiberg","MC-ICPMS",NA,"Geological"
"GDM.0815","GDM.0815","FM-Mat1","Portugal","Lisboa",NA,"Matacàes",39.091971,-9.209181,"Mineral","Ore mix","limestones with traces of malachite: ore mineral concentrate",NA,18.845,NA,15.668,NA,38.759,NA,0.8314,NA,2.0567,NA,NA,NA,NA,NA,NA,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,-37,9.709,3.8112,"Müller&Monge-Soares, 2008","Ref.049","U. Freiberg","MC-ICPMS",NA,"Geological"
"GDM.0816","GDM.0816","FM-Mat2","Portugal","Lisboa",NA,"Matacàes",39.091971,-9.209181,"Mineral","Ore mix","limestones with traces of malachite: ore mineral concentrate",NA,18.806,NA,15.665,NA,38.712,NA,0.833,NA,2.0585,NA,NA,NA,NA,NA,NA,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,-14,9.7043,3.811,"Müller&Monge-Soares, 2008","Ref.049","U. Freiberg","MC-ICPMS",NA,"Geological"
"GDM.0817","GDM.0817","Sb","Portugal","Braga","Moinho do Picão",NA,41.583,-8.608,"Mineral","Sb mineral","Stibnite, Sb-Qz","Sn",18.188,NA,15.608,NA,38.425,NA,0.85815,NA,2.11266,NA,NA,NA,"346",9.8,39.2,"NIM",NA,NA,"veins",NA,NA,NA,NA,NA,NA,341,9.6099,4.0495,"Neiva et al., 2008","Ref.050","Geological Institute, Banska´ Bystrica","TIMS",NA,"Geological"
"GDM.0818","GDM.0818","Pb–Sb","Portugal","Braga","Sítio da Coitadinha",NA,41.583,-8.608,"Mineral","Sb mineral","Stibnite, Pb-Sb-Qz","Pb-Sb",18.216,NA,15.623,NA,38.27,NA,0.85765,NA,2.1009,NA,NA,NA,"355",9.8,38.4,"NIM",NA,NA,"veins",NA,NA,NA,NA,NA,NA,348,9.6629,3.9506,"Neiva et al., 2008","Ref.050","Geological Institute, Banska´ Bystrica","TIMS",NA,"Geological"
"GDM.0819","GDM.0819","Pb–Sb","Portugal","Braga","Sítio da Coitadinha",NA,41.583,-8.608,"Mineral","Sb mineral","Stibnite, Pb-Sb-Qz","Pb-Sb",18.254,NA,15.667,NA,38.417,NA,0.85828,NA,2.10458,NA,NA,NA,"414",10,39.9,"NIM",NA,NA,"veins",NA,NA,NA,NA,NA,NA,402,9.83,4.0198,"Neiva et al., 2008","Ref.050","Geological Institute, Banska´ Bystrica","TIMS",NA,"Geological"
"GDM.0820","GDM.0820","Sb–Au","Portugal","Oporto","Abelheira",NA,41.202,-8.374,"Mineral","Sb mineral","Stibnite, Pb-Sb-Qz","Pb-Sb",18.158,NA,15.61,NA,38.249,NA,0.85968,NA,2.10645,NA,NA,NA,"372",9.8,38.5,"NIM",NA,NA,"veins",NA,NA,NA,NA,NA,NA,367,9.6253,3.9745,"Neiva et al., 2008","Ref.050","Geological Institute, Banska´ Bystrica","TIMS",NA,"Geological"
"GDM.0821","GDM.0821","Sb–Au","Portugal","Oporto","Medas",NA,41.202,-8.374,"Mineral","Sb mineral","Stibnite, Pb-Sb-Qz","Pb-Sb",18.399,NA,15.681,NA,38.539,NA,0.85227,NA,2.09462,NA,NA,NA,"335",10,38.6,"NIM",NA,NA,"veins",NA,NA,NA,NA,NA,NA,321,9.85,3.9913,"Neiva et al., 2008","Ref.050","Geological Institute, Banska´ Bystrica","TIMS",NA,"Geological"
"GDM.0822","GDM.0822","Sb–Au","Portugal","Oporto","Borralhal",NA,41.202,-8.374,"Mineral","Sb mineral","Stibnite, Pb-Sb-Qz","Pb-Sb",18.353,NA,15.621,NA,38.351,NA,0.85114,NA,2.08963,NA,NA,NA,"248",9.8,37.8,"NIM",NA,NA,"veins",NA,NA,NA,NA,NA,NA,241,9.623,3.901,"Neiva et al., 2008","Ref.050","Geological Institute, Banska´ Bystrica","TIMS",NA,"Geological"
