"","code","sample","country","province","location","outcrop","decimallatitude","decimallongitude","sample.type","analysed.material","sample.details","main.ore","p206.204","p206.204.2sd","p207.204","p207.204.2sd","p208.204","p208.204.2sd","p207.206","p207.206.2sd","p208.206","p208.206.2sd","pb.content","u.content","model.age","mu","w","geological.zone","geol.age","host.rock","deposit.morphology","realm","excavation.no","find.spot","courtesy","period","chronology","tmod","mu12","kappa12","reference","ref.code","laboratory","spectrometry","observations","sample.type1","geol.zone"
"GDM.0333","GDM.0333",NA,"Portugal","Setúbal",NA,"Lousal (José orebody) (level 460)",38.032371,-8.424991,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.181,NA,15.636,NA,38.248,NA,0.86002,NA,2.10373,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,399,9.724,3.967,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0334","GDM.0334",NA,"Portugal","Setúbal",NA,"Lousal (José orebody) (level 460)",38.032371,-8.424991,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.169,NA,15.637,NA,38.234,NA,0.86064,NA,2.10435,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,409,9.7311,3.968,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0335","GDM.0335",NA,"Portugal","Setúbal",NA,"Lousal (José orebody) (level 500)",38.032371,-8.424991,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.185,NA,15.623,NA,38.212,NA,0.85911,NA,2.10129,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,371,9.6707,3.94,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0336","GDM.0336",NA,"Portugal","Beja",NA,"Aljustrel (Algares orebody, (level -250m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.201,NA,15.629,NA,38.204,NA,0.85869,NA,2.09901,NA,2486,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,371,9.6907,3.9268,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0337","GDM.0337",NA,"Portugal","Beja",NA,"Aljustrel (Algares orebody, (level -250m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.18,NA,15.638,NA,38.251,NA,0.86018,NA,2.10402,NA,3514,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,403,9.7323,3.9701,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0338","GDM.0338",NA,"Portugal","Beja",NA,"Aljustrel (Algares orebody, (level -250m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.172,NA,15.63,NA,38.249,NA,0.86011,NA,2.10483,NA,952,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,394,9.7021,3.9717,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0339","GDM.0339",NA,"Portugal","Beja",NA,"Aljustrel (Algares orebody, (level -250m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.17,NA,15.624,NA,38.193,NA,0.85988,NA,2.10198,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,384,9.6785,3.9402,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0340","GDM.0340",NA,"Portugal","Beja",NA,"Aljustrel (Algares orebody, (level -250m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.173,NA,15.627,NA,38.211,NA,0.8599,NA,2.10262,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,388,9.6898,3.9491,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0341","GDM.0341",NA,"Portugal","Beja",NA,"Aljustrel (Algares orebody, (level -250m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.175,NA,15.627,NA,38.228,NA,0.85981,NA,2.10333,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,386,9.6893,3.9571,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0342","GDM.0342",NA,"Portugal","Beja",NA,"Aljustrel (Moinho orebody, (evel -155m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.188,NA,15.633,NA,38.222,NA,0.85952,NA,2.1015,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,388,9.7101,3.9469,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0343","GDM.0343",NA,"Portugal","Beja",NA,"Aljustrel (Moinho orebody, (evel -155m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.184,NA,15.63,NA,38.198,NA,0.85955,NA,2.10064,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,385,9.699,3.9354,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0344","GDM.0344",NA,"Portugal","Beja",NA,"Aljustrel (Moinho orebody, (evel -155m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.214,NA,15.638,NA,38.229,NA,0.85857,NA,2.09888,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,378,9.7236,3.9347,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0345","GDM.0345",NA,"Portugal","Beja",NA,"Aljustrel (Moinho orebody, (evel -155m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.195,NA,15.631,NA,38.202,NA,0.85908,NA,2.09959,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,379,9.7003,3.9304,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0346","GDM.0346",NA,"Portugal","Beja",NA,"Aljustrel (Moinho orebody, (evel -155m)",37.862102,-8.170688,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.206,NA,15.628,NA,38.206,NA,0.8584,NA,2.09854,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive pyritic ore (MSB)",NA,NA,NA,NA,NA,NA,365,9.6854,3.9241,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0347","GDM.0347",NA,"Spain","Sevilla",NA,"Almagrera  ",37.606562,-7.101575,"Mineral","Galena","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.197,NA,15.646,NA,38.289,NA,0.85981,NA,2.10414,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Banded polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,405,9.7601,3.982,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0348","GDM.0348",NA,"Spain","Sevilla",NA,"Sotiel",37.604322,-6.858251,"Mineral","Galena","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.166,NA,15.629,NA,38.208,NA,0.86034,NA,2.10327,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Banded polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,397,9.6996,3.9529,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0349","GDM.0349",NA,"Spain","Sevilla",NA,"Sotiel-Migollas",37.604322,-6.858251,"Mineral","Galena","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.147,NA,15.633,NA,38.236,NA,0.86146,NA,2.10701,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Banded polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,418,9.7207,3.9829,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0350","GDM.0350",NA,"Spain","Sevilla",NA,"Campanario (waste)",37.604322,-6.858251,"Mineral","Galena","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.149,NA,15.628,NA,38.22,NA,0.86109,NA,2.1059,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Banded polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,408,9.7,3.971,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0351","GDM.0351",NA,"Spain","Sevilla",NA,"Montinho (waste)",37.604322,-6.858251,"Mineral","Ore mix","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.19,NA,15.61,NA,38.136,NA,0.85816,NA,2.09654,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,343,9.6174,3.8904,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0352","GDM.0352",NA,"Spain","Sevilla",NA,"Los Frailes ",37.518415,-6.2273,"Mineral","Galena","Cu-Pb-Zn-Au-Ag","Cu-Pb",18.171,NA,15.621,NA,38.164,NA,0.85967,NA,2.10027,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Banded polymetallic ore (MSB)",NA,NA,NA,NA,NA,NA,378,9.6662,3.9225,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0353","GDM.0353",NA,"Portugal","Beja",NA,"Neves orebody, DDH-S-5-(354m)",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.201,NA,15.631,NA,38.256,NA,0.8588,NA,2.10186,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Fissural Cu-ore (SSZ)",NA,NA,NA,NA,NA,NA,374,9.6987,3.956,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0354","GDM.0354",NA,"Portugal","Beja",NA,"Neves orebody, DDH-S-5-(349m)",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.205,NA,15.635,NA,38.259,NA,0.85883,NA,2.10157,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Fissural Cu-ore (SSZ)",NA,NA,NA,NA,NA,NA,379,9.7138,3.9562,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0355","GDM.0355",NA,"Portugal","Beja",NA,"Graça orebody, level-804",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Sn",18.216,NA,15.641,NA,38.277,NA,0.85864,NA,2.10128,NA,3807,0.28,NA,0,NA,"SPZ","351",NA,"Cu-Sn-rich ores (MSB)",NA,NA,NA,NA,NA,NA,382,9.7351,3.9606,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0356","GDM.0356",NA,"Portugal","Beja",NA,"Graça orebody, level-804",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Sn",18.216,NA,15.639,NA,38.274,NA,0.85853,NA,2.10112,NA,1285,0.27,NA,0,NA,"SPZ","351",NA,"Cu-Sn-rich ores (MSB)",NA,NA,NA,NA,NA,NA,378,9.7271,3.9583,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0357","GDM.0357",NA,"Portugal","Beja",NA,"Neves orebody, DDH-S-5-(348m) (dup)",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.218,NA,15.651,NA,38.32,NA,0.8591,NA,2.10341,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Polymetallic ""complex-ore"" (MSB)",NA,NA,NA,NA,NA,NA,399,9.7749,3.9862,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0358","GDM.0358",NA,"Portugal","Beja",NA,"Neves orebody, DDH-S-5-(336m)",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.219,NA,15.648,NA,38.294,NA,0.85888,NA,2.10187,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive-pyritic-ore (MSB)",NA,NA,NA,NA,NA,NA,393,9.7625,3.9703,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0359","GDM.0359",NA,"Portugal","Beja",NA,"Neves orebody, DDH-S-5-(328m)",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.222,NA,15.659,NA,38.347,NA,0.85935,NA,2.10443,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive-pyritic-ore (MSB)",NA,NA,NA,NA,NA,NA,411,9.8061,4.001,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0360","GDM.0360",NA,"Portugal","Beja",NA,"Graça orebody, level-804",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Sn",18.226,NA,15.639,NA,38.281,NA,0.85806,NA,2.10035,NA,974,0.35,NA,0,NA,"SPZ","351",NA,"Cu-Sn-rich ores (MSB)",NA,NA,NA,NA,NA,NA,371,9.7246,3.9553,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0361","GDM.0361",NA,"Portugal","Beja",NA,"Neves orebody, DDH-S-5-(320m)",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.232,NA,15.656,NA,38.34,NA,0.85871,NA,2.1029,NA,768,0.72,NA,0.1,NA,"SPZ","351",NA,"Massive-pyritic-ore (MSB)",NA,NA,NA,NA,NA,NA,398,9.7914,3.9892,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0362","GDM.0362",NA,"Portugal","Beja",NA,"Neves orebody, DDH-S-5-(348m)",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.232,NA,15.66,NA,38.34,NA,0.85893,NA,2.1029,NA,1767,1.8,NA,0.1,NA,"SPZ","351",NA,"Polymetallic ""complex-ore"" (MSB)",NA,NA,NA,NA,NA,NA,405,9.8075,3.9906,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0363","GDM.0363",NA,"Portugal","Beja",NA,"Neves orebody, DDH-S-5-(334m)",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.233,NA,15.664,NA,38.354,NA,0.8591,NA,2.10355,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Massive-pyritic-ore (MSB)",NA,NA,NA,NA,NA,NA,412,9.8234,3.9989,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0364","GDM.0364",NA,"Portugal","Beja",NA,"Neves orebody, DDH-S-5-(312m) (dup)",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.246,NA,15.651,NA,38.357,NA,0.85778,NA,2.10221,NA,NA,NA,NA,NA,NA,"SPZ","351",NA,"Polymetallic “complex-ore"" (MSB)",NA,NA,NA,NA,NA,NA,378,9.7677,3.9871,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0365","GDM.0365",NA,"Portugal","Beja",NA,"Corvo orebody, level-717",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Sn",18.247,NA,15.625,NA,38.244,NA,0.85631,NA,2.09591,NA,731,2.02,NA,0.2,NA,"SPZ","351",NA,"Cu-Sn-rich ores (MSB)",NA,NA,NA,NA,NA,NA,329,9.6634,3.916,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0366","GDM.0366",NA,"Portugal","Beja",NA,"Neves orebody, DDH-S-5-(312m)",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.248,NA,15.66,NA,38.322,NA,0.85818,NA,2.10007,NA,951,0.81,NA,0.1,NA,"SPZ","351",NA,"Polymetallic “complex-ore"" (MSB)",NA,NA,NA,NA,NA,NA,394,9.8034,3.9698,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0367","GDM.0367",NA,"Portugal","Beja",NA,"Corvo orebody, level-717",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Sn",18.267,NA,15.634,NA,38.263,NA,0.85586,NA,2.09465,NA,629,1.2,NA,0.1,NA,"SPZ","351",NA,"Cu-Sn-rich ores (MSB)",NA,NA,NA,NA,NA,NA,331,9.6944,3.9159,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0368","GDM.0368",NA,"Portugal","Beja",NA,"Corvo orebody, level-717",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Pb",18.291,NA,15.623,NA,38.252,NA,0.85414,NA,2.0913,NA,1319,0.86,NA,0,NA,"SPZ","351",NA,"Fissural Cu-Sn-ore (with galena)(SSZ)",NA,NA,NA,NA,NA,NA,292,9.645,3.89,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0369","GDM.0369",NA,"Portugal","Beja",NA,"Corvo orebody, level-717",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Sn",18.5,NA,15.648,NA,38.271,NA,0.84584,NA,2.0687,NA,30,0.76,NA,1.6,NA,"SPZ","351",NA,"Cu-Sn (pure cassiterite) ore (MSB)",NA,NA,NA,NA,NA,NA,183,9.6972,3.7726,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0370","GDM.0370",NA,"Portugal","Beja",NA,"Corvo orebody, level-717",37.571905,-7.970105,"Mineral","Ore mix",NA,"Cu-Sn",19.011,NA,15.637,NA,38.369,NA,0.82252,NA,2.01825,NA,16,2.31,NA,9.6,NA,"SPZ","351",NA,"Cu-Sn (pure cassiterite) ore (MSB)",NA,NA,NA,NA,NA,NA,-230,9.5667,3.5126,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS","MSB: massive sulphide body, SSZ: sulphide stringer zone","Geological","South Portuguese Zone"
"GDM.0371","GDM.0371","CAMP 12","Spain","Huelva",NA,"Campofrio",37.775773,-6.677935,"Mineral","Silicate",NA,NA,18.354,NA,15.65,NA,38.41,NA,0.85268,NA,2.09273,NA,5,0.11,NA,1.5,NA,"SPZ","351","Granodiorite",NA,NA,NA,NA,NA,NA,NA,296,9.7374,3.942,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS",NA,"Geological","South Portuguese Zone"
"GDM.0372","GDM.0372","CAMP 11","Spain","Huelva",NA,"Campofrio",37.775773,-6.677935,"Mineral","Silicate",NA,NA,18.461,NA,15.641,NA,38.516,NA,0.84725,NA,2.08634,NA,4,0.26,NA,4.7,NA,"SPZ","351","Tonalite",NA,NA,NA,NA,NA,NA,NA,199,9.6781,3.9236,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS",NA,"Geological","South Portuguese Zone"
"GDM.0373","GDM.0373","2452.3","Spain","Huelva",NA,"Herrerias ",37.775773,-6.677935,"WR","Whole rock","Rhyolitic tuff V3",NA,18.49,NA,15.621,NA,38.556,NA,0.84484,NA,2.08524,NA,15,1.51,NA,6.4,NA,"SPZ","351",NA,NA,NA,NA,NA,NA,NA,NA,138,9.5941,3.9182,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS",NA,"Geological","South Portuguese Zone"
"GDM.0374","GDM.0374","SM 5P","Spain","Huelva",NA,"San Miguel ",37.775773,-6.677935,"WR","Whole rock","Rhyolite V2",NA,18.576,NA,15.643,NA,39.438,NA,0.84211,NA,2.12306,NA,13,1.9,NA,9.6,NA,"SPZ","351",NA,NA,NA,NA,NA,NA,NA,NA,116,9.6623,4.3239,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS",NA,"Geological","South Portuguese Zone"
"GDM.0375","GDM.0375","2443","Spain","Huelva",NA,"Herrerias ",37.775773,-6.677935,"WR","Whole rock","Rhyolitic tuff V3",NA,18.661,NA,15.637,NA,38.795,NA,0.83795,NA,2.07893,NA,26,3.76,NA,9.4,NA,"SPZ","351",NA,NA,NA,NA,NA,NA,NA,NA,40,9.6231,3.9347,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS",NA,"Geological","South Portuguese Zone"
"GDM.0376","GDM.0376","ST 6","Spain","Huelva",NA,"SanTelmo ",37.775773,-6.677935,"WR","Whole rock","Rhyolite V2",NA,18.677,NA,15.613,NA,38.863,NA,0.83595,NA,2.08079,NA,20,1.89,NA,6.1,NA,"SPZ","351",NA,NA,NA,NA,NA,NA,NA,NA,-22,9.5286,3.9497,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS",NA,"Geological","South Portuguese Zone"
"GDM.0377","GDM.0377","SP- 8","Spain","Huelva",NA,"SanPlaton ",37.775773,-6.677935,"WR","Whole rock","Rhyolite V2",NA,18.687,NA,15.639,NA,38.814,NA,0.83689,NA,2.07706,NA,13,1.77,NA,8.7,NA,"SPZ","351",NA,NA,NA,NA,NA,NA,NA,NA,24,9.6261,3.9282,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS",NA,"Geological","South Portuguese Zone"
"GDM.0378","GDM.0378","SP-5","Spain","Huelva",NA,"SanPlaton ",37.775773,-6.677935,"WR","Whole rock","Rhyolite V2",NA,18.896,NA,15.655,NA,38.995,NA,0.82848,NA,2.06366,NA,12,2.56,NA,14.1,NA,"SPZ","351",NA,NA,NA,NA,NA,NA,NA,NA,-103,9.6514,3.8906,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS",NA,"Geological","South Portuguese Zone"
"GDM.0379","GDM.0379","CH2","Spain","Huelva",NA,"Chaparrita ",37.775773,-6.677935,"WR","Whole rock","Rhyolite V1",NA,18.975,NA,15.639,NA,39.036,NA,0.82419,NA,2.05723,NA,15,3.97,NA,16.9,NA,"SPZ","351",NA,NA,NA,NA,NA,NA,NA,NA,-198,9.5793,3.8551,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS",NA,"Geological","South Portuguese Zone"
"GDM.0380","GDM.0380","PE 26","Spain","Huelva",NA,"Pena de Hierro ",37.775773,-6.677935,"WR","Whole rock","Rhyolite V1",NA,19.063,NA,15.669,NA,39.32,NA,0.82196,NA,2.06263,NA,4,1.25,NA,18.2,NA,"SPZ","351",NA,NA,NA,NA,NA,NA,NA,NA,-202,9.6785,3.9478,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS",NA,"Geological","South Portuguese Zone"
"GDM.0381","GDM.0381","CH 14","Spain","Huelva",NA,"Chaparrita ",37.775773,-6.677935,"WR","Whole rock","Rhyolite V1",NA,19.107,NA,15.654,NA,39.467,NA,0.81928,NA,2.06558,NA,9,2.26,NA,17,NA,"SPZ","351",NA,NA,NA,NA,NA,NA,NA,NA,-268,9.6165,3.984,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS",NA,"Geological","South Portuguese Zone"
"GDM.0382","GDM.0382","PE4","Spain","Huelva",NA,"Pena de Hierro ",37.775773,-6.677935,"WR","Whole rock","Rhyolite V1",NA,19.111,NA,15.659,NA,39.035,NA,0.81937,NA,2.04254,NA,13,3.24,NA,16.5,NA,"SPZ","351",NA,NA,NA,NA,NA,NA,NA,NA,-260,9.6345,3.7793,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS",NA,"Geological","South Portuguese Zone"
"GDM.0383","GDM.0383","CC1","Spain","Huelva",NA,"Cerro Colorado, RioTinto ",37.775773,-6.677935,"WR","Whole rock","Rhyolite V1",NA,19.139,NA,15.659,NA,39.212,NA,0.81817,NA,2.0488,NA,10,3.34,NA,22.9,NA,"SPZ","351",NA,NA,NA,NA,NA,NA,NA,NA,-282,9.6307,3.8458,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS",NA,"Geological","South Portuguese Zone"
"GDM.0384","GDM.0384","CH 49","Spain","Huelva",NA,"Chaparrita ",37.775773,-6.677935,"WR","Whole rock","Rhyolite V1",NA,19.181,NA,15.634,NA,39.319,NA,0.81508,NA,2.04989,NA,9,2.56,NA,17.7,NA,"SPZ","351",NA,NA,NA,NA,NA,NA,NA,NA,-371,9.533,3.8606,"Marcoux, 1998","Ref.026","BRGM, Orleans","TIMS",NA,"Geological","South Portuguese Zone"
